Gesture|Coords
0|[[0.6248723897384492, 0.6999582265189502], [0.4586198891163026, 0.6581580716408459], [0.3589877565894079, 0.5830262876838642], [0.2887586833414563, 0.5037228017537804], [0.23725421480155717, 0.43114787676881483], [0.4383738887821947, 0.42641217136139425], [0.38221117298750895, 0.28162630312959724], [0.3506598106832249, 0.1885265511979882], [0.32971858021885003, 0.11993751803450778], [0.5239238936302308, 0.39653518044323766], [0.495764870289252, 0.23072124522081258], [0.47803765540395515, 0.1280966673636221], [0.4650504550107744, 0.05385043625159473], [0.5989456494406551, 0.38923207550087047], [0.5957091285270933, 0.24684800526846964], [0.5901091322691645, 0.1503234142248329], [0.5820315848930275, 0.08479964584529669], [0.6585991098501341, 0.3954603977922203], [0.6761191073555657, 0.28791058363191185], [0.684992773069633, 0.2150493747828568], [0.6887253102889813, 0.15744552807291057]]
0|[[0.6234674920448123, 0.7030766434145403], [0.45761185555434847, 0.6599295918818302], [0.3613170388557391, 0.5830657708146306], [0.2960952408415576, 0.5033260682663886], [0.24916884804849693, 0.4320302420544787], [0.43485178361151355, 0.4287719215590699], [0.3792898651476931, 0.2830969195333235], [0.34918202816349103, 0.18981828365525985], [0.32974011132522196, 0.12126954932864897], [0.5224416633991013, 0.3998811507666342], [0.4925486527769635, 0.2311109142937563], [0.47511439218274887, 0.12680391993344636], [0.4627525152336173, 0.051959233390590075], [0.6009285926518965, 0.39426978454957917], [0.5957201090409457, 0.24791656681475865], [0.5887985876837193, 0.14895091349570252], [0.5800208640702297, 0.08167365330599191], [0.6647712486094792, 0.4025485414625881], [0.6816378867878287, 0.29141550293780727], [0.689254493158767, 0.2167248918279021], [0.6916114197402436, 0.15730025481643842]]
0|[[0.6235756647355559, 0.7054994717593909], [0.4593813501737852, 0.6633453288883574], [0.3658797388967448, 0.5878710750622552], [0.3063048929500262, 0.5090698019626755], [0.26722539985842503, 0.4394776616662322], [0.43346336175922623, 0.43371247865343493], [0.37779586193304654, 0.2863668014002806], [0.34861978218416545, 0.1929397701033812], [0.32978752716012244, 0.12498853290957915], [0.5214151442285347, 0.4042653646950267], [0.48833216535194385, 0.2334134232550303], [0.47045781925364255, 0.12952471658504006], [0.4574209358074453, 0.05642124528829034], [0.6014621393729571, 0.3983386051290629], [0.5921901923581475, 0.24975679028396522], [0.5842013907783321, 0.1523683173036836], [0.5742559918015598, 0.08743361189376345], [0.6677353417072325, 0.407037913793386], [0.6812879965508214, 0.2934992362931993], [0.686456717108091, 0.21894199343651768], [0.6860043432197305, 0.16090050286352875]]
0|[[0.6248050736429056, 0.7053168508726763], [0.4638075940911159, 0.663248490248324], [0.3744844772428013, 0.5878180146838846], [0.32406905676577014, 0.5057704534213443], [0.29531604943528833, 0.433936760825235], [0.43396671014708904, 0.43887280293289704], [0.3761746942012492, 0.2925731083578517], [0.3459514175147671, 0.19974717829519303], [0.32554372504898943, 0.13248281470824633], [0.5220945211886637, 0.4085495459188252], [0.4835574089805929, 0.2385514217716615], [0.46221297931224625, 0.13532494267230433], [0.446404803609228, 0.06400756059451979], [0.6036887657384674, 0.4020372700875778], [0.5902785554738489, 0.25274429507145924], [0.5787923625527125, 0.15586490085558455], [0.5660148943006428, 0.09194520479994708], [0.672121128868919, 0.4113039853292882], [0.6848429353437573, 0.2952670221085351], [0.6871007000904947, 0.22005405771683906], [0.6836774464887003, 0.16258072150612182]]
0|[[0.6247435653695675, 0.7100726143447652], [0.4661882487245574, 0.6667141802828427], [0.3803731217266193, 0.589999117217679], [0.338240343439654, 0.5035485430245539], [0.31918362244686355, 0.43029520713486213], [0.43673035668534016, 0.44342885468876725], [0.37807913605014626, 0.3001022047496462], [0.34817421591678605, 0.2097626526251553], [0.32772569332489176, 0.14316604036800348], [0.5251499345521013, 0.4115987062232744], [0.4843832165161228, 0.24536655514514205], [0.46183318390545736, 0.14444706767931784], [0.4456915443069576, 0.07416635725736598], [0.6071311138848804, 0.40430241990329546], [0.5923260447464709, 0.25779398283868754], [0.5801132904651312, 0.16152997117145979], [0.5672197107665768, 0.0966948038001692], [0.6759939361875222, 0.4146117405947148], [0.688476321971448, 0.3004442427196992], [0.6903424857989415, 0.22516165087403442], [0.686951927698852, 0.1667650663884471]]
0|[[0.6198006158321683, 0.717529365338954], [0.46540819812496037, 0.6749371021068006], [0.38136974264275525, 0.5973520431719408], [0.3439127348800437, 0.5114423659133297], [0.33165460428809684, 0.4408549817792674], [0.43661315571433307, 0.44308116434893513], [0.3840543875665747, 0.2988796499424469], [0.3575438277509144, 0.21153458357436097], [0.33897258527906476, 0.14770216486481622], [0.5233247230729399, 0.41070126323127226], [0.48406450369074366, 0.24559539507348954], [0.4608605896535289, 0.14814550488191616], [0.44314586353691787, 0.08205998015700434], [0.6049757207547156, 0.4051377596983453], [0.5921225587252259, 0.2599628338348478], [0.5795296107709377, 0.16469447554244174], [0.5650126628221401, 0.10094517617465741], [0.6754979708659422, 0.42011646185939727], [0.6904075181807671, 0.30836416595317734], [0.6938188078797617, 0.23409804829363112], [0.6909259744970513, 0.1756002370867997]]
0|[[0.6181577342665289, 0.7153031699683949], [0.46479279198948364, 0.6699707458884666], [0.38390464020030846, 0.5954114202664362], [0.3476001788510257, 0.5188393397256238], [0.3333241826538591, 0.4617606378414994], [0.43292151910382415, 0.4401731954197377], [0.38224879047803334, 0.2994510517600396], [0.3582468863211663, 0.21506332798382682], [0.3418340988747987, 0.15308248402011077], [0.5205338635486162, 0.40850191684312637], [0.4815543191572755, 0.245481212072004], [0.4612642982276445, 0.14890938793096184], [0.4456375092196401, 0.08304503148031822], [0.6044972840818785, 0.40446883332570505], [0.591062245303525, 0.25898280794535844], [0.5797758950139072, 0.16520711618738218], [0.5661452838893891, 0.10250887193309709], [0.6781567885553921, 0.4213630802191176], [0.6912151744254732, 0.30844532008881304], [0.6953856728113922, 0.23636338346594432], [0.6931339629251765, 0.17996412136824175]]
0|[[0.6196730694580845, 0.7140582518629025], [0.4660865342043772, 0.6614564435874034], [0.38988116499554376, 0.5890586526277114], [0.3545563390008758, 0.5195955314460029], [0.3357709713240932, 0.47224298888866023], [0.4302976783654385, 0.4359496002331334], [0.37967590025922926, 0.29983914367552766], [0.3564970454509069, 0.21838052282376091], [0.3417866733291728, 0.15913366260086736], [0.5154145929812565, 0.4049789770357829], [0.4760307420131203, 0.24423964915256646], [0.4597556483924116, 0.1495304511819616], [0.4484022513118305, 0.08365218673576563], [0.5990259534595813, 0.40044545471150306], [0.5851963637372729, 0.25514424484030435], [0.5771796387366899, 0.16251481303800788], [0.5679543959012828, 0.0985501649982552], [0.6732909454730105, 0.41633681745999723], [0.687981616506324, 0.3029710390658024], [0.6952298203507822, 0.231992593883302], [0.69673613070139, 0.17430312134865295]]
0|[[0.6162685001646246, 0.7144135009450586], [0.461620689095323, 0.6543221502345776], [0.38854245865931636, 0.5775338975687172], [0.3557346780851536, 0.5053185954967807], [0.33676667984364256, 0.4551810479838635], [0.4262116385678111, 0.43143392993841234], [0.3782772934892456, 0.2938043359755376], [0.3574576861638114, 0.21274122618870933], [0.34494941758645603, 0.15432824476416368], [0.5114051399977462, 0.4027541615442088], [0.4751663913416361, 0.24036078912288233], [0.4636578518492297, 0.14631814576248398], [0.45620980238123054, 0.08138151081074237], [0.5961179080486414, 0.40015120177836005], [0.58481957554076, 0.25289443558364527], [0.5808391316262639, 0.1602525431843782], [0.5751073610126729, 0.09624146217852925], [0.671569133149216, 0.41727675553085963], [0.6897014701649821, 0.3015213228742694], [0.700567517760095, 0.23016977551257564], [0.7052304067665809, 0.1715367604643733]]
0|[[0.6097131132442041, 0.6694589158190606], [0.482721656677002, 0.6186187502688582], [0.43287217106962905, 0.5452102720802959], [0.43228672778113963, 0.4780711604170123], [0.4464548829923361, 0.42610522971942133], [0.4364523755982832, 0.41330248884265863], [0.4054556823141435, 0.29486786333074577], [0.39517359617609843, 0.22362370610175916], [0.3909463731658662, 0.17967992129472796], [0.5137831398259167, 0.3911428734706727], [0.49161100930759877, 0.2537823329347907], [0.487188336443055, 0.17657970252197117], [0.48570131320500876, 0.12837816451186787], [0.5952653424725199, 0.38776472813616164], [0.5882561941906659, 0.26453538703638924], [0.5844324908368058, 0.18957181033183312], [0.5817527079522603, 0.14282821557060796], [0.6709137613719421, 0.3980552036086045], [0.6812483564628506, 0.3005342705963186], [0.6855752978892565, 0.2396065282373315], [0.6874027350445061, 0.19402372210639512]]
0|[[0.603908387704072, 0.6654918202528878], [0.49429840883107345, 0.6011734308772467], [0.4552015593414696, 0.5247803156265831], [0.45575790563958557, 0.45915763173390606], [0.4675271479700383, 0.40257529144147125], [0.44128365825604715, 0.41083232825337984], [0.4154922451162768, 0.2881189400774661], [0.40821421914552913, 0.2157611988364248], [0.40371110115694964, 0.17179489266331294], [0.5152445723633059, 0.3950850438811312], [0.49878247115741003, 0.25506653613689473], [0.501284033873114, 0.18150219263572703], [0.5020008968931362, 0.13597209274987293], [0.5960206823019545, 0.39457666669318725], [0.5897954928748896, 0.26975806992527007], [0.591895249669962, 0.201015684367512], [0.5921839496946164, 0.15949570384575879], [0.6724006242653784, 0.4033094848673452], [0.6787760507986655, 0.302364235395221], [0.6822811472163045, 0.24105207401671752], [0.6830526285590233, 0.19517987168357692]]
0|[[0.5963560628128574, 0.6873231516723158], [0.4848316933302, 0.6153632109874445], [0.45167255133970874, 0.5327790018699374], [0.456655418476783, 0.4634140920534492], [0.46820907047565397, 0.41506027876748175], [0.43715505444397723, 0.42072545537624917], [0.4154761928030091, 0.29075172599909194], [0.4109224405717631, 0.22209485337995724], [0.4110131979678554, 0.17704177317949363], [0.5086713276142745, 0.4001800121508576], [0.48946851541825787, 0.24697810956557495], [0.49286243625945514, 0.16803755099843307], [0.49756246451967723, 0.11615329221360417], [0.5888097039240112, 0.3973165480676684], [0.5817406435063117, 0.2572551956027814], [0.5833781511218842, 0.17797409848662368], [0.583617049692214, 0.12452670626011307], [0.6655604958311497, 0.40881377973925587], [0.678732061483228, 0.2990661487359979], [0.6887293244700172, 0.23581189618304207], [0.6939474769927698, 0.1819952742902416]]
0|[[0.5960310307802404, 0.6877014499479958], [0.4856496676105736, 0.613292905865324], [0.45357601364175293, 0.5296115374472894], [0.4585508178330627, 0.4592450787608851], [0.4696280227579005, 0.409471459592789], [0.4339793698331887, 0.41954915613694116], [0.4172280912437629, 0.2876759385838043], [0.4160656698329369, 0.21866804867183595], [0.4182729928919072, 0.17433208668926514], [0.5050801234700956, 0.4004044195610973], [0.48847973170124165, 0.24613656448832424], [0.49425167324991925, 0.16751651395769832], [0.5005083446646812, 0.11666675945523475], [0.585656865119056, 0.39806430651476604], [0.5797468618192096, 0.2567252585747053], [0.5829461788696899, 0.17712784995218692], [0.5841880592744769, 0.12414560483109384], [0.663484276489397, 0.40922299341227275], [0.6777160526663786, 0.298008692859632], [0.6885278503258963, 0.23390875797508429], [0.6943894765348669, 0.1795878854326926]]
0|[[0.5972493840677129, 0.6879589662138589], [0.4880696143751788, 0.610438759021928], [0.4562328244827097, 0.524778976941183], [0.45966313475351955, 0.45293335677880786], [0.4682349778849941, 0.40057684287636414], [0.43012533740681835, 0.4189346334766056], [0.41769881373924517, 0.2850029730147493], [0.4199185092752815, 0.21519258880678782], [0.42421508947492753, 0.17113653146762028], [0.5010752836023318, 0.40147609756214936], [0.4862869240946312, 0.2463964635212885], [0.4939699256956078, 0.16745903194170736], [0.5011187752700038, 0.11695110895461809], [0.582227254933732, 0.39946390960592026], [0.5768227552907791, 0.25750603860090876], [0.5809841554913608, 0.17710661295573396], [0.5825032960533082, 0.12424053768079375], [0.661339596182053, 0.4094916098107033], [0.6759226919033922, 0.29754410595108227], [0.6874491680060032, 0.23271765818304543], [0.693678650166814, 0.17800885761355054]]
0|[[0.5960856387864857, 0.6895242263644167], [0.488601925494424, 0.6089646822983376], [0.45779318462567614, 0.5225528837902115], [0.461224759834815, 0.45028331556578705], [0.4695861185589452, 0.3962355346238074], [0.429025516349609, 0.4189639031280267], [0.4194394291383503, 0.2840002136658481], [0.4239102423941621, 0.2131001350331312], [0.4300569405805348, 0.16875202246065338], [0.49991227816176953, 0.4027093254516861], [0.4866884497413834, 0.24785119357966542], [0.49572553438177425, 0.1684737169864977], [0.5037010327034476, 0.11782296009795871], [0.581354511712962, 0.4009609362397081], [0.5767874537565191, 0.2596645186283105], [0.5817520497914536, 0.1787383397006034], [0.5838049902269519, 0.12577464862398102], [0.6610032066051642, 0.4102278918554717], [0.676205108186918, 0.29844536621677686], [0.6879832889800197, 0.23298589770839745], [0.6943844568365396, 0.17789728891468198]]
0|[[0.5971017546450442, 0.689500919279897], [0.48978708922266473, 0.6069796077281387], [0.4586569699191198, 0.5204800532194255], [0.4614360596292396, 0.4478931487997856], [0.46902808555053044, 0.39280554130598716], [0.42875910157688757, 0.4181024184540427], [0.4200973447128774, 0.2832645540385917], [0.42528995971567024, 0.21183920015649751], [0.4323434198229908, 0.16728562219344748], [0.4995721543546939, 0.4025469332610035], [0.4869475361338869, 0.2481672500426535], [0.49661813077525957, 0.16846515239630075], [0.505136354735685, 0.1175397511414433], [0.5811704755478858, 0.40111905213161286], [0.5768854480917857, 0.26032758906896286], [0.5823933624973997, 0.1791125276338673], [0.5850590509062328, 0.12591893044998362], [0.6611438146453793, 0.41017066239185035], [0.6767555201595582, 0.29866417342866264], [0.6888420791712505, 0.2328658737955872], [0.6956526597223994, 0.1775439897693665]]
0|[[0.5965908332401798, 0.690413355577673], [0.4894739777629777, 0.6079558662416844], [0.4586108044236652, 0.5211891865895009], [0.4611659614394238, 0.4487523798170391], [0.4681104301947119, 0.3936637441751596], [0.42851139691487766, 0.4191838851324381], [0.42012235401839265, 0.28437678783456816], [0.42518694786873157, 0.21270891794305194], [0.431957195666124, 0.16776202715390134], [0.4995103128758173, 0.4037255696881679], [0.4871512769261513, 0.24907811236769373], [0.49703208431796514, 0.16887385416400613], [0.5056610722312509, 0.11740942158706867], [0.5813136404774129, 0.40225918674101196], [0.5772356480600512, 0.2613329493105977], [0.582928203034097, 0.17958821489682103], [0.5856890741273445, 0.1258585442433129], [0.6613862257140288, 0.41127233619060555], [0.6769984172535836, 0.2997708395374823], [0.6891928367746477, 0.23380457268802318], [0.6960764908901441, 0.17820511823999563]]
0|[[0.4549748062790195, 0.6920399687062393], [0.34033218576372093, 0.6226998204508525], [0.28537848673228833, 0.5292223792264984], [0.2624041840476152, 0.44010193515920293], [0.24594353694354829, 0.3761353163531988], [0.34734715032675517, 0.40623448746421675], [0.339144484291792, 0.2587343215397542], [0.33977791916465083, 0.17148899640659207], [0.3400432160799083, 0.10667690698121145], [0.43224096290120173, 0.39588196592611685], [0.4374262890641988, 0.23047078053504041], [0.4435295156259092, 0.13317683110586467], [0.4445880604800273, 0.060278717313312837], [0.5124322078479762, 0.40541604140273724], [0.5304754069408817, 0.2626026279163075], [0.5406505889380305, 0.16892199275792324], [0.5418480318179107, 0.0968203053545254], [0.5814769978779609, 0.43115972558251986], [0.6134852404862957, 0.3254236265385825], [0.6327301820114509, 0.2589932573533851], [0.6429775991981468, 0.1980399866874416]]
0|[[0.4536088072594857, 0.7085891817596219], [0.32890593427434456, 0.6310373647301922], [0.26464084476174465, 0.5407935294539175], [0.22460776723104806, 0.45771498068694577], [0.18527122888154154, 0.39148610293049585], [0.3532288730294935, 0.41178615735761204], [0.3353826742459509, 0.26145025846710884], [0.32750941026122704, 0.1678232111688005], [0.3220887926220077, 0.09675605690586508], [0.43663682098935863, 0.3992496328429313], [0.43569270070528443, 0.23075845120692265], [0.43891228703686946, 0.1267302968633289], [0.43995682180101575, 0.048074522488728115], [0.511380224845097, 0.40899169084542375], [0.5243818287864938, 0.26751638142409984], [0.5358058916840552, 0.17409610514912735], [0.5425489884664181, 0.10543721943058747], [0.5718588836579459, 0.43341180363820153], [0.6043738016324754, 0.33179110638596954], [0.6253487749040229, 0.2680410569287099], [0.640459113573047, 0.21328427096618147]]
0|[[0.4536046277106069, 0.7088452434801298], [0.32863171131609337, 0.6299917060810674], [0.2640701231765338, 0.5401066334431018], [0.22301260281976734, 0.4583287835944973], [0.18283316843493494, 0.3922522236205089], [0.35258830359400634, 0.41069670885221465], [0.3341930237969412, 0.2601141286510466], [0.3253212325888239, 0.16577606885500717], [0.31927371514503133, 0.09428948734098824], [0.43643111380992317, 0.399040528503216], [0.4369002440861587, 0.22941253950757987], [0.4405738361974086, 0.1248686182702064], [0.4417735011729091, 0.045982661729837844], [0.5117621377759572, 0.40940549642135643], [0.5265252622155947, 0.2668326371699671], [0.5380519269875883, 0.17268297032580013], [0.5445495782495485, 0.10353312636167471], [0.5726724869981856, 0.43421652534438315], [0.6062329514041206, 0.3315765440785389], [0.627202852618602, 0.2669267121833967], [0.6421019172549585, 0.21157860375846288]]
0|[[0.4530447891772745, 0.7090899941840503], [0.3292325051113106, 0.6306896290890287], [0.26397995491525494, 0.540994751843672], [0.2223260530496329, 0.46022357953995385], [0.18269622275738176, 0.3942140064890549], [0.3517897411592447, 0.40832959177832395], [0.3315788004674535, 0.25949617053533575], [0.32091492300201163, 0.16555995389645348], [0.3133135552467686, 0.09439654467583343], [0.43561884624456526, 0.39658416899001253], [0.43597355477830857, 0.22721945788611733], [0.43866833751526085, 0.12256843224340296], [0.43857156906982064, 0.04385659990881005], [0.5110979562005489, 0.4072855496386352], [0.5266108033641692, 0.2643020627931848], [0.5375688505673596, 0.1697782533572624], [0.5430639889766181, 0.10027218189694855], [0.5723053819390512, 0.4332228010695032], [0.607324552472373, 0.3301830749885329], [0.6288728286515746, 0.26478515306765243], [0.6438724445267282, 0.20841873205621964]]
0|[[0.45298980120862314, 0.7103645694249512], [0.32933657799071114, 0.6305667312720928], [0.26474668303439464, 0.5414181518641652], [0.2229118563832481, 0.4620035697836198], [0.18220897074436238, 0.3947729860062715], [0.3508230567979695, 0.4094938114587483], [0.3286878347688723, 0.260346722467013], [0.3157220004458527, 0.1645716925393315], [0.3064336151766889, 0.09185135139734134], [0.43549468900708765, 0.3981907715484578], [0.4352270621646584, 0.2277992097832337], [0.4366047664506992, 0.12121993513727183], [0.4352667179142973, 0.04039385141160859], [0.5120209003498716, 0.4083862869925138], [0.5273262665480094, 0.2643494632961327], [0.5370049396269352, 0.16784590485245185], [0.5416163133201948, 0.09642465334745301], [0.5740828947701806, 0.4331112806650836], [0.6084099492716617, 0.3286690040485821], [0.6290685492957593, 0.2611173465583278], [0.6434801963758806, 0.2030133511206619]]
0|[[0.45425473943703537, 0.7124894989208098], [0.329634253035078, 0.6301969108835088], [0.26523213959661535, 0.5411286357347916], [0.2232386559603053, 0.46293981779982685], [0.18110695055759207, 0.3962543713078728], [0.34928031469647464, 0.40966620109277635], [0.32514807729238754, 0.26324178145558635], [0.31026069599609213, 0.16886099120018833], [0.2994843041247566, 0.09694896921283279], [0.43450419517761, 0.39726172524338127], [0.43321886198885173, 0.22789777934108452], [0.43413445241012044, 0.12186340311292089], [0.4324743420166694, 0.0403860326402832], [0.5119200090334011, 0.40587700293056095], [0.5265193929417841, 0.2616118670411718], [0.5362744870933959, 0.16499170851082412], [0.5415063270213014, 0.09229020596282107], [0.5748260131069679, 0.4287269566164836], [0.6094019725866061, 0.3236419869029225], [0.6312405869128432, 0.2558031757406317], [0.6471862269664346, 0.19646667349970828]]
